id_evento;provincia;canton;parroquia;comunidad_barrio_sector;latitud;longitud;tipo_evento;causa;categoria_evento;fecha_evento;hora_del_evento;descripcion_del_evento;num_heridos;num_personas_desaparecidas;num_familias_afectadas;num_afectados_directamente;num_afectados_indirectamente;num_familias_damnificadas;num_personas_damnificadas;num_personas_evacuadas;num_personas_albergadas;num_personas_acojidas_por_familiares;num_personas_acojidas_por_otros_medios;personas_en_proceso_de_evacuacion;personas_resistidas_a_la_evacuacion;viviendas_afectadas;viviendas_destruidas;establecimientos_educativos_afectados;establecimientos_educativos_destruidos;centros_de_salud_afectados;centros_de_salud_destruidos;puentes_afectados;puentes_destruidos;bienes_publicos_afectados;bienes_publicos_destruidos;bienes_privados_afectados;bienes_privados_destruidos;vias_afectadas_m;cultivos_afectados_ha;cultivos_perdidos_ha;cobertura_vegetal_quemada_ha;animales_afectados;animales_muertos;fuente_del_evento;acciones;estado_evento;No. De personas afectadas;muertos_y_desaparecidos;num_personas_albergadas;num_personas_aph_rescate;nivel_evento;num_personas_impactadas;vias_afectadas_km
26;Tungurahua;Ambato;Juan Benigno Vela;Caserío La Compañía;-1,31393017;-78,7083864;Deslizamiento;Lluvias;Época Lluviosa;16/11/2013;10:26:00;"ECU 911 Ambato, informa que en el sector del Caserío La Compañía,  se produjo un deslizamiento que obstaculiza parte de la vía Ambato - Guaranda. 
Policía Nacional de Ambato se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa telefónicamente al Sgto. Luis Moreta representante del Cuerpo de Ingenieros del Ejército responsable del mantenimiento de la vía para coordinar las acciones de limpieza del material acumulado, él indica que el deslizamiento se produce debido a las actividades mineras  que se están desarrollando de manera ilegal en el sector y que lamentablemente se han vuelto recurrentes, además menciona que el talud es muy inestable y si no se toman las medidas correspondientes en un futuro se podrían lamentar desgracias mayores.
Al momento la vía se encuentra expedita al tránsito vehicular.
El área de afectación en la vía fue de aproximadamente 50 metros
No se reportan personas heridas, ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;"Fernanda Chiriboga  SGR-ECU-911                                    
 Sgto. Luis Moreta     Cuerpo de Ingenieros del Ejército      
";"Policía Nacional:
• 2 Patrullero
• 4 Efectivos
Cuerpo de Ingenieros del Ejército:
• 1 Retroexcavadora
• 3 Volquetas
• 4 Operarios
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,05
27;Tungurahua;Ambato;Pishilata;Paso lateral Ref. Puente de las Viñas;-1,23983293;-78,6009104;Deslizamiento;Lluvias;Época Lluviosa;24/11/2013;15:30:00;"ECU 911 Ambato, informa que en el sector del Puente de las Viñas,  se produjo un deslizamiento que obstaculiza parte de la vía. 
Policía Nacional de Ambato se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa telefónicamente al Ing Gabela MTOP  responsable del mantenimiento de la vía para coordinar las acciones de limpieza del material acumulado, la cual nos informaque el deslizamiento se produce debido al mantenimiento de la peña de la vía del Paso Lateral.
Al momento la vía se encuentra expedita al tránsito vehicular.
El área de afectación en la vía fue de aproximadamente10 metros
No se reportan personas heridas, ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"Fernanda Chiriboga SGR-ECU-911 3700740
Policía Nacional:       Fernanda Lazcano(ECU911)
";"Policía Nacional:
• 1 Patrullero
• 2 Efectivos
MTOP:
• 1 Retroexcavadora
• 1 Volquetas
• 4 Operarios
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
28;Tungurahua;Ambato;Pasa;Antigua vía Ambato Guaranda Caserío Llangahua.;-1,24049856;-78,738653;Deslizamiento;Lluvias;Época Lluviosa;29/11/2013;9:35:00;"El ECU-911, nos informa de un deslizamiento producido en la antigua vía Ambato-Guaranda, el cual obstruye por completo la vía no se tiene conocimiento de la razón del porque se produjo el deslizamiento, se toma contacto con el Consejo Provincial para la colaboración en la limpieza de la vía, la Policía Nacional se encuentra en el lugar brindando seguridad a las personas que transitan por el lugar.
Por medio de vía telefónica con el Ing. Jorge Toapanta nos indica que se encuentran trabajando en la vía para desalojar todo el material que se acumulo por el deslizamiento, ellos estiman que estará expedita al tráfico vehicular alrededor de la 15h00.

No se reportan personas heridas, ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;"SGR: Sandra Toctaquiza (ECU 911)
PPNN: Cbo. Edison Villalba (ECU-911)
CONSEJO PROVINCIAL
Ing. Jorge Toapanta 0991773968
";"Policía Nacional
• 1 Patrullero
• 2 Efectivos
CONSEJO PROVINCIAL
• 1 Excavadora de Oruga
• 2 Volquetas
• 6 Efectivos
";Inicial;1;1;1;1;Nivel 1;0;0,03
29;Tungurahua;Ambato;Juan Benigno Vela;San Luis;-1,3105322;-78,7095392;Deslizamiento;Lluvias;Época Lluviosa;13/12/2013;6:47:00;"ECU 911 Ambato, informa que en el sector de San Luis, se ha producido un deslizamiento que obstaculiza la vía Ambato – Guaranda en su totalidad. 
Se coordina la limpieza con El Cuerpo de Ingenieros del Ejército como responsables del mantenimiento de esta vía, los cuales acuden al lugar y retiran el material acumulado, dejando la vía expedita al tránsito vehicular.
Policía Nacional brindo seguridad y tomo las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. 
La afectación en la vía fue de 40 metros.

No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;"Lorena Gallegos                SGR ECU - 911      033700740
                Ing. Yessenia Gavilánez   Técnica de Respuesta DPGR-T 
";"Policía Nacional:
• 1 Patrullero
• 2 Efectivos
Cuerpo de Ingenieros del Ejercito:
• 1 Retroexcavadora
• 2 Volquetas
• 4 Trabajadores
DPGR-T:
• 1 Camioneta
• 2 Funcionarios";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,04
30;Tungurahua;Ambato;Huachi Loreto;Av. Rumiñahui y Av. Los Chasquis, redondel de Rumiñahui;-1,24750421;-78,6202845;Deslizamiento;Lluvias;Época Lluviosa;11/12/2013;11:00:00;"El daño en un hidrante causa el desfogue de agua en el sector, el cual arrastro material provocando el socavamiento del asfalto causando hundimiento en la calle. El material desemboco en varias calles del sector.
Cabe indicar que en el sector se están realizando trabajos para el cambio de la red de agua potable y que los trabajadores del EMAPA tienen previsto terminar con la limpieza del material acumulado y de los sumideros del sector el día de hoy.
Además Cecilia Jaramillo del Departamento Técnico de EMAPA nos comunica que se utilizan 60 personas entre trabajadores de la Institución y personal contratado para realizar los trabajos de limpieza.
Producto de este incidente un vehículo particular cae en la zanja provocando daños materiales en el mismo.
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"Lorena Gallegos          SGR ECU - 911                                    033700740
                Cecilia Jaramillo         Departamento Técnico EMAPA       032997700
";"EMAPA:
• 6 Volquetas
• 1 Tanquero
• 5 Vehículos de EMAPA (camionetas)
• 2 Camiones.
• 2 Hidrosocabadoras 
• 60 Trabajadores";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,00
31;Tungurahua;Ambato;Juan Benigno Vela;San Luis;-1,31071325;-78,7098085;Deslizamiento;Lluvias;Época Lluviosa;16/12/2013;20:08:00;"ECU 911 Ambato, informa que en el sector de San Luis, se ha producido un deslizamiento que obstaculiza la vía Ambato – Guaranda. 
Policía Nacional se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa telefónicamente Tnte. Crnel. Freddy Cruz  del Cuerpo de Ingenieros del Ejército responsable del mantenimiento de la vía para coordinar las acciones de limpieza del material acumulado.

Se toma contacto con el Tnte. Crnel. Freddy Cruz el mismo que manifiesta que por la obscuridad los trabajos se realizaran a primera hora el día de mañana, se confirma que una las vías está habilitada al paso vehicular esto gracias al apoyo de la unidad de la Policía Nacional que se encuentra en el sector.

No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;"Lorena Gallegos             SGR ECU - 911      
Tnte. Crnel. Freddy Cruz   CUERPO DE INGENIEROS DEL EJERCITO 0982097033
Sgto. Luis Sanguil       PPNN ECU-911 
";"POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos";Inicial;1;1;1;1;Nivel 1;0;0,03
32;Tungurahua;Ambato;Juan Benigno Vela;San Luis;-1,31071325;-78,7098085;Deslizamiento;Lluvias;Época Lluviosa;17/12/2013;13:58:00;"ECU 911 Ambato informa que en el mismo punto del deslizamiento ocurrido el día de ayer a las 20h08, se produce un nuevo deslizamiento el mismo que obstaculiza la vía en sus dos carriles. Se coordina con el Cuerpo de Ingenieros del Ejército la limpieza de la vía.

En la Evaluación de Daños realizada se detalla que la peña esta inestable y propensa a continuar deslizándose.
Al momento personal del Cuerpo de Ingenieros del Ejército se encuentran en permanente recorrido por el sector y en caso de producirse un nuevo deslizamiento lo comunicaran de inmediato. Además la vía está habilitada en ambos sentidos 
En horas de la tarde se reúnen: Personal de fiscalización de la vía, Encargados de la supervisión, Director del MTOP Tungurahua, Director del MTOP Bolivar, Cuerpo de Ingenieros del Ejército y Técnico de la DPGR-T, los mismos que acuerdan:

1. La Fiscalización elaborará un proyecto para la intervención en el sector.
2. El MTOP Tungurahua apoyará con equipo para la limpieza en caso de ser necesario.

Hasta el momento no se reportan personas heridas ni fallecidas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;"SGR:  Fernanda Chiriboga (ECU911)
SGR:  Lorena Gallegos (ECU911)
Ing. Luis Palate Cuerpo de Ingenieros del Ejercito 0993803429
";"POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos
Cuerpo de Ingenieros del Ejercito:
• 1 Retroexcavadora
• 2 Volquetas
• 4 Trabajadores
DPGR-T:
• 1 Camioneta 
• 2 Técnicos
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,06
33;Tungurahua;Ambato;San Bartolomé de Pinllo;San José de Yuragashpa;-1,20660089;-78,653203;Deslizamiento;Lluvias;Época Lluviosa;20/12/2013;5:00:00;"ECU 911 Ambato, informa que en el sector de , se ha producido un deslizamiento que obstaculiza parte de la vía.  
Policía Nacional se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa al Consejo provincial responsable del mantenimiento de la vía al Ing. Toapanta  para coordinar las acciones de limpieza del material acumulado.

Se toma contacto con el Ing. Toapanta, quien nos confirma que la vía está habilitada al paso vehicular esto gracias al apoyo de la unidad de la Policía Nacional que se encuentra en el sector.  Indica que la vía esta expedita sin ningún problema para la circulación vehicular. Terminando de recolectar material acumulado en las cunetas y proceder a retirarse.

Técnico de la Secretaria de Gestión de Riesgos de Tungurahua acude al lugar y realiza el respectivo EDAN 

No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;"SGR:              Ing. Ind. José Luis Vaca A (ECU911)
Policía:          Sgto. Ángel Checa(ECU911)
";"POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos

CONSEJO PROVINCIAL
• 1 Volqueta
• 1 Retroexcavadora
• 3 Operarios
SGR-T
• 1 Camioneta
• 1 Técnico
• 1 Conductor
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,02
34;Tungurahua;Ambato;Pilahüín;Sector Entrada A San Luis ;-1,34705054;-78,8354289;Deslizamiento;Lluvias;Época Lluviosa;8/1/2014;12:24:00;"ECU 911 Ambato, informa que se ha producido un deslizamiento el mismo que obstaculizaba la vía, se toma contacto con el Cuerpo de Ingenieros del Ejército, los mismos que manifiestan que no realizaran ningún trabajo de limpieza en este sector, luego se toma contacto con el MTOP con el Ing. Luis Guevara el mismo que indica que se despacha la patrulla de caminos a la verificación de este evento, una vez más se toma contacto con el MTOP en donde manifiestan que la patrulla de caminos no encuentra ningún evento; por medio de la patrullas de caminos que asistió al lugar a la verificación se realiza la coordinación para la limpieza de escombros del deslizamiento con la Constructora Alvarado con el Ing. Galo Lara, por comunicación con el Sgto. Guillermo Escobar de Policía Nacional informa que la vía ya está habilitada y expedita al tránsito vehicular.
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;SGR: Lic. Grace Fierro  (ECU 911)               ;"CONSTRUCTORA ALVARADO
• 1 Gallineta
• 2 Volqueta
• 3 Operadores
POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
35;Tungurahua;Ambato;Atahualpa (Chisalata);Sector El Socavón A 200M De La Gasolinera El Colombiano.;-1,20468745;-78,6028077;Deslizamiento;Lluvias;Época Lluviosa;10/1/2014;6:54:00;"ECU 911 Ambato, informa que se ha producido un deslizamiento el mismo que obstaculizaba la mitad de un carril dela vía con dirección norte sur, en el lugar estuvieron personal de Obras Públicas Municipales realizando las tareas de limpieza de escombros, adicionalmente nos comunican que la vía se encuentra expedita al tránsito, el área de afectación aproximada fue de 10m.
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;SGR: Lic. Grace Fierro  (ECU 911);"CONSTRUCTORA ALVARADO
• 1 Mini cargadora
• 2 Volqueta
• 3 Operadores
POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
36;Tungurahua;Ambato;Matriz;Calle Cordillera Central Pasaje Buena Vista, Vía Pishilata.;-1,2572823;-78,6393422;Deslizamiento;Lluvias;Época Lluviosa;13/1/2014;15:38:00;"ECU 911 Ambato, informa que en el lugar antes mencionado se ha producido un deslizamiento en una ladera del sector.
Se toma contacto con la Ing. Buenaventura, la misma  indica que se tomará acciones de limpieza el día de mañana debido a que primero no afecta ninguna vía y segundo no hay riesgo en  viviendas del lugar, y como se produce el evento en una ladera no se puede ingresar maquinaria por lo que la limpieza se lo hará manualmente con trabajadores. 
Se desconoce el área de afectación.
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"SGR: José Luis Vaca  (ECU 911)    
GAD-Ambato. Ing. Buenaventura 0984317182           
";"POLICIA NACIONAL
• 2 Motos
• 2 Efectivos
";Inicial;1;1;1;1;Nivel 1;0;0,00
37;Tungurahua;Ambato;Pasa;Tilulum Pasando Los Molinos Tilulum;-1,24049856;-78,738653;Deslizamiento;Lluvias;Época Lluviosa;26/1/2014;16:30:00;"ECU 911 Ambato, informa que en el sector antes mencionado se produce un deslizamiento que cubre un vehículo el mismo que se encuentra desocupado y no se reportan personas heridas, se toma contacto el Ing. Mariño del concejo provincial el mismo que manifiesta que no tienen maquinaria en el sector por lo que la limpieza se la realizará el día de mañana
Al momento personal de la Agencia de Transito Municipal Ambato y Policía Nacional se encuentran brindando seguridad en el sector.
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;SGR-ECU 911    Sandra Toctaquiza       Telf. 033700740;"POLICIA NACIONAL
• 1 Patrullero
• 2 Efectivos
Agencia Municipal de Tránsito:
• 1 Camioneta
• 2 Efectivos
";Inicial;1;1;1;1;Nivel 1;0;0,08
38;Tungurahua;Ambato;San Bartolomé de Pinllo;Quebrada El Cristo, Vía A Quisapincha;-1,20660089;-78,653203;Deslizamiento;Lluvias;Época Lluviosa;19/2/2014;9:36:00;"ECU 911 Ambato, informa que en el sector de la quebrada el Cristo vía a Quisapincha, se produjo un deslizamiento que obstaculiza parte de la vía Ambato – Quisapincha.
Policía Nacional se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa telefónicamente a Obras Pública Municipales Ing. Guillermo Cunalata para coordinar las acciones de limpieza, quien moviliza la maquinaria necesaria para retirar el material acumulado.
Al momento la vía se encuentra expedita al tránsito vehicular.
El área de afectación fue de 15m.  aproximadamente
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;José Luis Vaca       SGR-ECU 911        Telf.: 0984031094;"Policía Nacional Ambato:
• 1 Patrullero
• 2 Efectivos
GAD Cantonal Ambato:
• 1 Cargadora
• 1 Volqueta
• 2 Operarios
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,02
39;Tungurahua;Ambato;La Península;Av. Indoamérica En La Entrada A La Península;-1,23854461;-78,6056266;Deslizamiento;Lluvias;Época Lluviosa;6/3/2014;12:00:00;"ECU 911 Ambato, informa que en el sector, Av. Indoamérica en la entrada a la Península se produjo un deslizamiento que obstaculiza parte de la vía.
Policía Nacional se encuentra en el lugar brindando seguridad a fin de tomar las medidas preventivas necesarias para precautelar la integridad de los usuarios de esta vía. Además se informa telefónicamente y se coordina con la Ing. Buenaventura de Obras Públicas del GADMA las acciones de limpieza, quien moviliza la maquinaria necesaria para retirar el material acumulado.
Al momento la vía se encuentra expedita al tránsito vehicular.
El área de afectación fue de 10m.  aproximadamente
No hay reporte de personas ni viviendas afectadas.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;Ing. Fernanda Chiriboga       SGR-ECU 911        Telf.: 0984031094;"Policía Nacional Ambato:
• 1 Patrullero
• 2 Efectivos
OBRAS PUBLICAS GADMA :
• 1 Retroexcavadora
• 1 Volqueta
";Inicial/Cierre;1;1;1;1;Nivel 1;0;0,01
40;Tungurahua;Ambato;Augusto N. Martínez (Mundugleo);Calhua Escuela Luis Chiriboga;-1,16736765;-78,6294535;Deslizamiento;Lluvias;Época Lluviosa;8/3/2014;17:15:00;"ECU 911 Ambato, informa que en el sector antes mencionado por la fuertes precipitaciones registradas en el lugar se produce un deslizamiento, el mismo que cubre la vía por completo, se toma contacto con la brigadas de emergencia del consejo provincial para se realice la limpieza de la misma.
El Sr. Teniente Político de la parroquia Augusto N. Martínez nos informa que por la magnitud de este evento, se tiene que evacuar a 6 familias del sector para ponerles a buen recaudo, el albergue se instalara en la casa comunal de la parroquia, de la misma manera nos informa de un persona herida la misma que fue trasferida a una casa de salud por la patrulla de la Policía Nacional.
Cabe recalcar que por la magnitud de este evento se habilitara el albergue para estas familias afectadas por el deslizamiento.
";1;0;7;28;0;0;0;0;6;28;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ing. José Luis Vaca         SGR-ECU 911        Telf.: 033700740
Sr. Blasco Tiberio Pérez  TENIENTE POLÍTICO Augusto N. Martínez
";"Policía Nacional Ambato
• 1 Patrulla
• 2 Efectivos
";Inicial;1;1;2;1;Nivel 2;28;0,00
